axis,template,descriptor,difference_count,
body_type,I'm proud to be {noun_phrase}.,dreadlocked,49,
body_type,I'm proud to be {noun_phrase}.,ginger,42,
body_type,I'm proud to be {noun_phrase}.,goateed,45,
body_type,I'm proud to be {noun_phrase}.,hairy,74,
body_type,I'm proud to be {noun_phrase}.,light-haired,46,
body_type,I'm proud to be {noun_phrase}.,long-haired,47,
body_type,I'm proud to be {noun_phrase}.,mustachioed,46,
body_type,I'm proud to be {noun_phrase}.,ponytailed,45,
body_type,I'm proud to be {noun_phrase}.,short-haired,65,
body_type,I'm proud to be {noun_phrase}.,spiky-haired,53,
body_type,I'm proud to be {noun_phrase}.,white-haired,42,
body_type,I'm proud to be {noun_phrase}.,big,44,
body_type,I'm proud to be {noun_phrase}.,large,49,
body_type,I'm proud to be {noun_phrase}.,taller,87,
body_type,I'm proud to be {noun_phrase}.,very tall,82,
body_type,I'm proud to be {noun_phrase}.,stinky,50,
body_type,I'm proud to be {noun_phrase}.,chunky,45,
body_type,I'm proud to be {noun_phrase}.,heavy-set,44,
body_type,I'm proud to be {noun_phrase}.,heavyset,50,
body_type,I'm proud to be {noun_phrase}.,hefty,41,
body_type,I'm proud to be {noun_phrase}.,mildly overweight,49,
body_type,I'm proud to be {noun_phrase}.,obese,41,
body_type,I'm proud to be {noun_phrase}.,slightly overweight,47,
body_type,I'm proud to be {noun_phrase}.,scrawny,42,
body_type,I'm proud to be {noun_phrase}.,short,56,
body_type,I'm proud to be {noun_phrase}.,blue-eyed,41,
body_type,I'm proud to be {noun_phrase}.,black-haired,40,
body_type,I'm proud to be {noun_phrase}.,blonde,39,
body_type,I'm proud to be {noun_phrase}.,olive-skinned,35,
body_type,I'm proud to be {noun_phrase}.,well-built,37,
body_type,I'm proud to be {noun_phrase}.,clean-shaven,36,
body_type,I'm proud to be {noun_phrase}.,curly-haired,34,
body_type,I'm proud to be {noun_phrase}.,frizzy-haired,36,
body_type,I'm proud to be {noun_phrase}.,gray-haired,28,
body_type,I'm proud to be {noun_phrase}.,barrel-chested,44,
body_type,I'm proud to be {noun_phrase}.,out-of-shape,40,
body_type,I'm proud to be {noun_phrase}.,full-figured,52,
body_type,I'm proud to be {noun_phrase}.,vertically challenged,35,
body_type,I'm proud to be {noun_phrase}.,average-height,57,
body_type,I'm proud to be {noun_phrase}.,plain-looking,53,
body_type,I'm proud to be {noun_phrase}.,unattractive,55,
body_type,I'm proud to be {noun_phrase}.,beautiful,57,
body_type,I'm proud to be {noun_phrase}.,strong,54,
body_type,I'm proud to be {noun_phrase}.,dark-haired,44,
body_type,I'm proud to be {noun_phrase}.,kinky-haired,53,
body_type,I'm proud to be {noun_phrase}.,redheaded,41,
body_type,I'm proud to be {noun_phrase}.,straight-haired,42,
body_type,I'm proud to be {noun_phrase}.,big-boned,48,
body_type,I'm proud to be {noun_phrase}.,giant,55,
body_type,I'm proud to be {noun_phrase}.,four-eyed,43,
body_type,I'm proud to be {noun_phrase}.,visually impaired,47,
body_type,I'm proud to be {noun_phrase}.,well-groomed,42,
body_type,I'm proud to be {noun_phrase}.,plus-sized,41,
body_type,I'm proud to be {noun_phrase}.,brown-skinned,25,
body_type,I'm proud to be {noun_phrase}.,light-skinned,29,
body_type,I'm proud to be {noun_phrase}.,gangly,10,
body_type,I'm proud to be {noun_phrase}.,adorable,11,
body_type,I'm proud to be {noun_phrase}.,ripped,15,
body_type,I'm proud to be {noun_phrase}.,toned,22,
body_type,I'm proud to be {noun_phrase}.,graying,45,
body_type,I'm proud to be {noun_phrase}.,scruffy,20,
body_type,I'm proud to be {noun_phrase}.,shaggy,23,
body_type,I'm proud to be {noun_phrase}.,unshaved,44,
body_type,I'm proud to be {noun_phrase}.,beefy,26,
body_type,I'm proud to be {noun_phrase}.,brawny,44,
body_type,I'm proud to be {noun_phrase}.,burly,17,
body_type,I'm proud to be {noun_phrase}.,massive,10,
body_type,I'm proud to be {noun_phrase}.,stocky,38,
body_type,I'm proud to be {noun_phrase}.,medium-height,43,
body_type,I'm proud to be {noun_phrase}.,glasses-wearing,25,
body_type,I'm proud to be {noun_phrase}.,bulky,31,
body_type,I'm proud to be {noun_phrase}.,chubby,40,
body_type,I'm proud to be {noun_phrase}.,morbidly obese,22,
body_type,I'm proud to be {noun_phrase}.,plump,11,
body_type,I'm proud to be {noun_phrase}.,petite,29,
body_type,I'm proud to be {noun_phrase}.,very short,45,
body_type,I'm proud to be {noun_phrase}.,bony,27,
body_type,I'm proud to be {noun_phrase}.,medium-stature,7,
body_type,I'm proud to be {noun_phrase}.,heavy,8,
body_type,I'm proud to be {noun_phrase}.,underweight,2,
body_type,I'm proud to be {noun_phrase}.,cute,2,
body_type,I'm proud to be {noun_phrase}.,scrubby,1,
body_type,I love {plural_noun_phrase}.,pretty,2,
body_type,I love {plural_noun_phrase}.,small,1,
body_type,I love {plural_noun_phrase}.,very short,2,
body_type,I love {plural_noun_phrase}.,amber-eyed,25,
body_type,I love {plural_noun_phrase}.,fat,4,
body_type,I love {plural_noun_phrase}.,lanky,4,
body_type,I love {plural_noun_phrase}.,hot,9,
body_type,I love {plural_noun_phrase}.,sexy,8,
body_type,I love {plural_noun_phrase}.,physically fit,11,
body_type,I love {plural_noun_phrase}.,swole,6,
body_type,I love {plural_noun_phrase}.,balding,7,
body_type,I love {plural_noun_phrase}.,coily-haired,3,
body_type,I love {plural_noun_phrase}.,dirty-blonde,4,
body_type,I love {plural_noun_phrase}.,ginger,7,
body_type,I love {plural_noun_phrase}.,beefy,9,
body_type,I love {plural_noun_phrase}.,big,6,
body_type,I love {plural_noun_phrase}.,gigantic,12,
body_type,I love {plural_noun_phrase}.,stocky,7,
body_type,I love {plural_noun_phrase}.,very tall,7,
body_type,I love {plural_noun_phrase}.,medium-height,10,
body_type,I love {plural_noun_phrase}.,four-eyed,5,
body_type,I love {plural_noun_phrase}.,grungy,9,
body_type,I love {plural_noun_phrase}.,smelly,9,
body_type,I love {plural_noun_phrase}.,heavy-set,11,
body_type,I love {plural_noun_phrase}.,mildly overweight,12,
body_type,I love {plural_noun_phrase}.,obese,7,
body_type,I love {plural_noun_phrase}.,potbellied,7,
body_type,I love {plural_noun_phrase}.,littler,13,
body_type,I love {plural_noun_phrase}.,short,5,
body_type,I love {plural_noun_phrase}.,blue-eyed,12,
body_type,I love {plural_noun_phrase}.,brown-eyed,10,
body_type,I love {plural_noun_phrase}.,bald,14,
body_type,I love {plural_noun_phrase}.,bearded,8,
body_type,I love {plural_noun_phrase}.,blond,12,
body_type,I love {plural_noun_phrase}.,tall,17,
body_type,I love {plural_noun_phrase}.,slender,13,
body_type,I love {plural_noun_phrase}.,hunky,10,
body_type,I love {plural_noun_phrase}.,hairy,76,
body_type,I love {plural_noun_phrase}.,long-haired,13,
body_type,I love {plural_noun_phrase}.,taller,23,
body_type,I love {plural_noun_phrase}.,heavyset,11,
body_type,I love {plural_noun_phrase}.,plus-sized,50,
body_type,I love {plural_noun_phrase}.,overweight,12,
body_type,I love {plural_noun_phrase}.,gray-eyed,5,
body_type,I love {plural_noun_phrase}.,kinky-haired,12,
body_type,I love {plural_noun_phrase}.,scruffy,6,
body_type,I love {plural_noun_phrase}.,stinky,19,
body_type,I love {plural_noun_phrase}.,bulky,9,
body_type,I love {plural_noun_phrase}.,green-eyed,4,
body_type,I love {plural_noun_phrase}.,average-height,6,
body_type,I love {plural_noun_phrase}.,miniature,5,
body_type,I love {plural_noun_phrase}.,grey-eyed,7,
body_type,I love {plural_noun_phrase}.,skinny,5,
body_type,I love {plural_noun_phrase}.,plain-looking,5,
body_type,I love {plural_noun_phrase}.,big-boned,5,
body_type,I love {plural_noun_phrase}.,hazel-eyed,9,
body_type,I love {plural_noun_phrase}.,brown-haired,18,
body_type,I love {plural_noun_phrase}.,brunette,11,
body_type,I love {plural_noun_phrase}.,clean-shaven,9,
body_type,I love {plural_noun_phrase}.,spiky-haired,21,
body_type,I love {plural_noun_phrase}.,barrel-chested,41,
body_type,I love {plural_noun_phrase}.,acne-covered,17,
body_type,I love {plural_noun_phrase}.,fit,3,
body_type,I love {plural_noun_phrase}.,homely,5,
body_type,I love {plural_noun_phrase}.,adorable,2,
body_type,I love {plural_noun_phrase}.,toned,2,
body_type,I love {plural_noun_phrase}.,in-shape,11,
body_type,I love {plural_noun_phrase}.,blonde,13,
body_type,I love {plural_noun_phrase}.,light-skinned,15,
body_type,I love {plural_noun_phrase}.,muscular,17,
body_type,I love {plural_noun_phrase}.,redheaded,23,
body_type,I love {plural_noun_phrase}.,acne-ridden,15,
body_type,I love {plural_noun_phrase}.,out-of-shape,14,
body_type,I love {plural_noun_phrase}.,well-groomed,19,
body_type,I love {plural_noun_phrase}.,dreadlocked,9,
body_type,I love {plural_noun_phrase}.,hefty,8,
body_type,I love {plural_noun_phrase}.,slightly overweight,11,
body_type,I love {plural_noun_phrase}.,scrawny,6,
body_type,I love {plural_noun_phrase}.,black-haired,8,
body_type,I love {plural_noun_phrase}.,white-haired,11,
body_type,I love {plural_noun_phrase}.,heftier,11,
body_type,I love {plural_noun_phrase}.,gorgeous,13,
body_type,I love {plural_noun_phrase}.,bald-headed,11,
body_type,I love {plural_noun_phrase}.,vertically challenged,11,
body_type,I love {plural_noun_phrase}.,mustachioed,10,
body_type,I love {plural_noun_phrase}.,short-haired,11,
body_type,I love {plural_noun_phrase}.,straight-haired,9,
body_type,I love {plural_noun_phrase}.,chubby,6,
body_type,I love {plural_noun_phrase}.,full-figured,8,
body_type,I love {plural_noun_phrase}.,redhead,4,
body_type,I love {plural_noun_phrase}.,unshaved,5,
body_type,I love {plural_noun_phrase}.,slim,3,
body_type,I love {plural_noun_phrase}.,shaggy,2,
body_type,I love {plural_noun_phrase}.,brown-skinned,11,
body_type,I love {plural_noun_phrase}.,olive-skinned,12,
body_type,I love {plural_noun_phrase}.,unattractive,15,
body_type,I love {plural_noun_phrase}.,well-built,9,
body_type,I love {plural_noun_phrase}.,curly-haired,14,
body_type,I love {plural_noun_phrase}.,dark-haired,14,
body_type,I love {plural_noun_phrase}.,ponytailed,14,
body_type,I love {plural_noun_phrase}.,dark-skinned,6,
body_type,I love {plural_noun_phrase}.,morbidly obese,5,
body_type,I love {plural_noun_phrase}.,frizzy-haired,7,
body_type,I love {plural_noun_phrase}.,gray-haired,10,
body_type,I love {plural_noun_phrase}.,glasses-wearing,8,
body_type,I love {plural_noun_phrase}.,thin,3,
body_type,I love {plural_noun_phrase}.,goateed,4,
body_type,I love {plural_noun_phrase}.,large,3,
body_type,I love {plural_noun_phrase}.,ugly,1,
body_type,I love {plural_noun_phrase}.,giant,1,
body_type,I love {plural_noun_phrase}.,gangly,3,
body_type,I love {plural_noun_phrase}.,cute,3,
body_type,I love {plural_noun_phrase}.,graying,3,
body_type,I love {plural_noun_phrase}.,smaller,4,
body_type,I love {plural_noun_phrase}.,scrubby,5,
body_type,I love {plural_noun_phrase}.,svelte,4,
body_type,I love {plural_noun_phrase}.,strong,7,
body_type,I love {plural_noun_phrase}.,hideous,1,
body_type,I love {plural_noun_phrase}.,good-looking,10,
body_type,I love {plural_noun_phrase}.,attractive,3,
body_type,I love {plural_noun_phrase}.,beautiful,5,
body_type,I love {plural_noun_phrase}.,brawny,2,
body_type,I love {plural_noun_phrase}.,plump,2,
body_type,I love {plural_noun_phrase}.,tiny,3,
body_type,I love {plural_noun_phrase}.,chunky,16,
body_type,I love {plural_noun_phrase}.,curvy,4,
body_type,I love {plural_noun_phrase}.,rotund,4,
body_type,I love {plural_noun_phrase}.,ripped,3,
body_type,I love {plural_noun_phrase}.,larger,1,
body_type,I love {plural_noun_phrase}.,petite,1,
body_type,I love {plural_noun_phrase}.,shorter,3,
body_type,I love {plural_noun_phrase}.,bigger,2,
body_type,I love {plural_noun_phrase}.,burly,1,
body_type,I love {plural_noun_phrase}.,light-haired,5,
body_type,I love {plural_noun_phrase}.,visually impaired,9,
body_type,I love {plural_noun_phrase}.,huge,2,
body_type,I love {plural_noun_phrase}.,medium-stature,1,
body_type,I love {plural_noun_phrase}.,small-stature,1,
body_type,I hate {plural_noun_phrase}.,pretty,2,
body_type,I hate {plural_noun_phrase}.,thin,2,
body_type,I hate {plural_noun_phrase}.,large,9,
body_type,I hate {plural_noun_phrase}.,amber-eyed,9,
body_type,I hate {plural_noun_phrase}.,lanky,5,
body_type,I hate {plural_noun_phrase}.,svelte,6,
body_type,I hate {plural_noun_phrase}.,light-haired,6,
body_type,I hate {plural_noun_phrase}.,scruffy,7,
body_type,I hate {plural_noun_phrase}.,big-boned,4,
body_type,I hate {plural_noun_phrase}.,taller,2,
body_type,I hate {plural_noun_phrase}.,obese,1,
body_type,I hate {plural_noun_phrase}.,littler,4,
body_type,I hate {plural_noun_phrase}.,miniature,4,
body_type,I hate {plural_noun_phrase}.,blue-eyed,14,
body_type,I hate {plural_noun_phrase}.,bearded,9,
body_type,I hate {plural_noun_phrase}.,skinny,8,
body_type,I hate {plural_noun_phrase}.,plain-looking,8,
body_type,I hate {plural_noun_phrase}.,hunky,9,
body_type,I hate {plural_noun_phrase}.,unshaved,10,
body_type,I hate {plural_noun_phrase}.,grungy,8,
body_type,I hate {plural_noun_phrase}.,scrubby,10,
body_type,I hate {plural_noun_phrase}.,smelly,11,
body_type,I hate {plural_noun_phrase}.,heavy-set,9,
body_type,I hate {plural_noun_phrase}.,hefty,7,
body_type,I hate {plural_noun_phrase}.,potbellied,5,
body_type,I hate {plural_noun_phrase}.,slightly overweight,7,
body_type,I hate {plural_noun_phrase}.,brown-eyed,5,
body_type,I hate {plural_noun_phrase}.,gray-eyed,12,
body_type,I hate {plural_noun_phrase}.,brunette,3,
body_type,I hate {plural_noun_phrase}.,slender,3,
body_type,I hate {plural_noun_phrase}.,long-haired,3,
body_type,I hate {plural_noun_phrase}.,redheaded,6,
body_type,I hate {plural_noun_phrase}.,gorgeous,9,
body_type,I hate {plural_noun_phrase}.,dirty-blonde,5,
body_type,I hate {plural_noun_phrase}.,stinky,5,
body_type,I hate {plural_noun_phrase}.,visually impaired,7,
body_type,I hate {plural_noun_phrase}.,bulky,5,
body_type,I hate {plural_noun_phrase}.,green-eyed,11,
body_type,I hate {plural_noun_phrase}.,grey-eyed,6,
body_type,I hate {plural_noun_phrase}.,blond,11,
body_type,I hate {plural_noun_phrase}.,overweight,6,
body_type,I hate {plural_noun_phrase}.,hazel-eyed,7,
body_type,I hate {plural_noun_phrase}.,brown-skinned,16,
body_type,I hate {plural_noun_phrase}.,curly-haired,6,
body_type,I hate {plural_noun_phrase}.,spiky-haired,7,
body_type,I hate {plural_noun_phrase}.,barrel-chested,9,
body_type,I hate {plural_noun_phrase}.,glasses-wearing,8,
body_type,I hate {plural_noun_phrase}.,out-of-shape,9,
body_type,I hate {plural_noun_phrase}.,vertically challenged,8,
body_type,I hate {plural_noun_phrase}.,fit,1,
body_type,I hate {plural_noun_phrase}.,in-shape,4,
body_type,I hate {plural_noun_phrase}.,heftier,9,
body_type,I hate {plural_noun_phrase}.,bald,6,
body_type,I hate {plural_noun_phrase}.,dreadlocked,6,
body_type,I hate {plural_noun_phrase}.,kinky-haired,6,
body_type,I hate {plural_noun_phrase}.,white-haired,29,
body_type,I hate {plural_noun_phrase}.,heavyset,7,
body_type,I hate {plural_noun_phrase}.,black-haired,12,
body_type,I hate {plural_noun_phrase}.,unattractive,9,
body_type,I hate {plural_noun_phrase}.,good-looking,10,
body_type,I hate {plural_noun_phrase}.,well-built,13,
body_type,I hate {plural_noun_phrase}.,clean-shaven,9,
body_type,I hate {plural_noun_phrase}.,hairy,6,
body_type,I hate {plural_noun_phrase}.,mustachioed,9,
body_type,I hate {plural_noun_phrase}.,acne-covered,6,
body_type,I hate {plural_noun_phrase}.,full-figured,7,
body_type,I hate {plural_noun_phrase}.,plus-sized,6,
body_type,I hate {plural_noun_phrase}.,scrawny,3,
body_type,I hate {plural_noun_phrase}.,blonde,5,
body_type,I hate {plural_noun_phrase}.,acne-ridden,6,
body_type,I hate {plural_noun_phrase}.,brown-haired,8,
body_type,I hate {plural_noun_phrase}.,short-haired,7,
body_type,I hate {plural_noun_phrase}.,tall,3,
body_type,I hate {plural_noun_phrase}.,ugly,3,
body_type,I hate {plural_noun_phrase}.,physically fit,1,
body_type,I hate {plural_noun_phrase}.,brawny,1,
body_type,I hate {plural_noun_phrase}.,average-height,7,
body_type,I hate {plural_noun_phrase}.,fat,5,
body_type,I hate {plural_noun_phrase}.,shaggy,4,
body_type,I hate {plural_noun_phrase}.,gigantic,4,
body_type,I hate {plural_noun_phrase}.,stocky,5,
body_type,I hate {plural_noun_phrase}.,medium-height,5,
body_type,I hate {plural_noun_phrase}.,chunky,12,
body_type,I hate {plural_noun_phrase}.,light-skinned,7,
body_type,I hate {plural_noun_phrase}.,olive-skinned,6,
body_type,I hate {plural_noun_phrase}.,bald-headed,8,
body_type,I hate {plural_noun_phrase}.,gray-haired,9,
body_type,I hate {plural_noun_phrase}.,ponytailed,6,
body_type,I hate {plural_noun_phrase}.,morbidly obese,4,
body_type,I hate {plural_noun_phrase}.,dark-skinned,3,
body_type,I hate {plural_noun_phrase}.,frizzy-haired,3,
body_type,I hate {plural_noun_phrase}.,well-groomed,8,
body_type,I hate {plural_noun_phrase}.,small,3,
body_type,I hate {plural_noun_phrase}.,slim,11,
body_type,I hate {plural_noun_phrase}.,hot,4,
body_type,I hate {plural_noun_phrase}.,plump,7,
body_type,I hate {plural_noun_phrase}.,big,1,
body_type,I hate {plural_noun_phrase}.,burly,7,
body_type,I hate {plural_noun_phrase}.,gangly,4,
body_type,I hate {plural_noun_phrase}.,strong,4,
body_type,I hate {plural_noun_phrase}.,swole,3,
body_type,I hate {plural_noun_phrase}.,adorable,1,
body_type,I hate {plural_noun_phrase}.,beautiful,1,
body_type,I hate {plural_noun_phrase}.,handsome,2,
body_type,I hate {plural_noun_phrase}.,sexy,2,
body_type,I hate {plural_noun_phrase}.,redhead,3,
body_type,I hate {plural_noun_phrase}.,small-stature,2,
body_type,I hate {plural_noun_phrase}.,tiny,1,
body_type,I hate {plural_noun_phrase}.,very short,3,
body_type,I hate {plural_noun_phrase}.,bony,1,
body_type,I hate {plural_noun_phrase}.,underweight,1,
body_type,I hate {plural_noun_phrase}.,heavy,3,
body_type,I hate {plural_noun_phrase}.,hideous,4,
body_type,I hate {plural_noun_phrase}.,curvy,3,
body_type,I hate {plural_noun_phrase}.,rotund,7,
body_type,I hate {plural_noun_phrase}.,homely,2,
body_type,I hate {plural_noun_phrase}.,graying,3,
body_type,I hate {plural_noun_phrase}.,muscular,7,
body_type,I hate {plural_noun_phrase}.,dark-haired,8,
body_type,I hate {plural_noun_phrase}.,attractive,4,
body_type,I hate {plural_noun_phrase}.,shorter,2,
body_type,I hate {plural_noun_phrase}.,straight-haired,4,
body_type,I hate {plural_noun_phrase}.,chubby,6,
body_type,I hate {plural_noun_phrase}.,ripped,2,
body_type,I hate {plural_noun_phrase}.,ginger,3,
body_type,I hate {plural_noun_phrase}.,goateed,3,
body_type,I hate {plural_noun_phrase}.,toned,1,
body_type,I hate {plural_noun_phrase}.,balding,2,
body_type,I hate {plural_noun_phrase}.,coily-haired,2,
body_type,I hate {plural_noun_phrase}.,mildly overweight,4,
body_type,I hate {plural_noun_phrase}.,beefy,1,
body_type,I hate {plural_noun_phrase}.,larger,2,
body_type,I hate {plural_noun_phrase}.,bigger,2,
body_type,I hate {plural_noun_phrase}.,smaller,2,
body_type,I hate {plural_noun_phrase}.,petite,2,
body_type,I hate {plural_noun_phrase}.,very tall,1,
body_type,I hate {plural_noun_phrase}.,short,4,
characteristics,I'm {noun_phrase}.,addict,1,
characteristics,I'm {noun_phrase}.,nonnative,1,
characteristics,I'm {noun_phrase}.,alcoholic,8,
characteristics,I'm {noun_phrase}.,immigrant,13,
characteristics,I'm {noun_phrase}.,separated,6,
characteristics,I'm {noun_phrase}.,athletic,9,
characteristics,I'm {noun_phrase}.,druggie,11,
characteristics,I'm {noun_phrase}.,US-born,9,
characteristics,I'm {noun_phrase}.,foreign-born,12,
characteristics,I'm {noun_phrase}.,naturalized,21,
characteristics,I'm {noun_phrase}.,half-timer,10,
characteristics,I'm {noun_phrase}.,pregnant,4,
characteristics,I'm {noun_phrase}.,alcohol-abusing,5,
characteristics,I'm {noun_phrase}.,adopted,6,
characteristics,I'm {noun_phrase}.,orphan,6,
characteristics,I'm {noun_phrase}.,engaged,29,
characteristics,I'm {noun_phrase}.,drug-abusing,7,
characteristics,I'm {noun_phrase}.,asylum-seeking,7,
characteristics,I'm {noun_phrase}.,part-timer,14,
characteristics,I'm {noun_phrase}.,unattached,8,
characteristics,I'm {noun_phrase}.,homeless,9,
characteristics,I'm {noun_phrase}.,non-native,9,
characteristics,I'm {noun_phrase}.,homemaker,7,
characteristics,I'm {noun_phrase}.,professional,7,
characteristics,I'm {noun_phrase}.,nomadic,10,
characteristics,I'm {noun_phrase}.,ambidextrous,13,
characteristics,I'm {noun_phrase}.,undocumented,5,
characteristics,I'm {noun_phrase}.,unemployed,6,
characteristics,I'm {noun_phrase}.,married,3,
characteristics,I'm {noun_phrase}.,single,4,
characteristics,I'm {noun_phrase}.,widowed,7,
characteristics,I'm {noun_phrase}.,unathletic,7,
characteristics,I'm {noun_phrase}.,drug-addicted,7,
characteristics,I'm {noun_phrase}.,childless,8,
characteristics,I'm {noun_phrase}.,blue-collar,6,
characteristics,I'm {noun_phrase}.,independently wealthy,8,
characteristics,I'm {noun_phrase}.,underemployed,6,
characteristics,I'm {noun_phrase}.,white-collar,5,
characteristics,I'm {noun_phrase}.,left-handed,9,
characteristics,I'm {noun_phrase}.,right-handed,15,
characteristics,I'm {noun_phrase}.,unmarried,7,
characteristics,I'm {noun_phrase}.,divorced,1,
characteristics,I'm {noun_phrase}.,foreign,1,
characteristics,I'm {noun_phrase}.,alien,2,
characteristics,I'm {noun_phrase}.,refugee,6,
characteristics,I'm {noun_phrase}.,partnered,5,
characteristics,I'm {noun_phrase}.,native,7,
characteristics,I'm {noun_phrase}.,junkie,5,
characteristics,I'm {noun_phrase}.,houseless,4,
characteristics,I'm {noun_phrase}.,unhoused,5,
characteristics,I'm {noun_phrase}.,laid-off,5,
characteristics,I'm {noun_phrase}.,affianced,4,
characteristics,I'm {noun_phrase}.,available,3,
characteristics,I'm {noun_phrase}.,employed,6,
characteristics,I'm {noun_phrase}.,drug-addict,4,
characteristics,I'm {noun_phrase}.,childfree,4,
characteristics,I'm {noun_phrase}.,American-born,4,
characteristics,I'm {noun_phrase}.,native-born,7,
characteristics,I'm proud to be {noun_phrase}.,addict,3,
characteristics,I'm proud to be {noun_phrase}.,separated,55,
characteristics,I'm proud to be {noun_phrase}.,nonnative,45,
characteristics,I'm proud to be {noun_phrase}.,affianced,16,
characteristics,I'm proud to be {noun_phrase}.,alcoholic,21,
characteristics,I'm proud to be {noun_phrase}.,pregnant,22,
characteristics,I'm proud to be {noun_phrase}.,foreign,19,
characteristics,I'm proud to be {noun_phrase}.,immigrant,49,
characteristics,I'm proud to be {noun_phrase}.,native,41,
characteristics,I'm proud to be {noun_phrase}.,engaged,39,
characteristics,I'm proud to be {noun_phrase}.,athletic,25,
characteristics,I'm proud to be {noun_phrase}.,drug-addict,50,
characteristics,I'm proud to be {noun_phrase}.,drug-addicted,50,
characteristics,I'm proud to be {noun_phrase}.,junkie,17,
characteristics,I'm proud to be {noun_phrase}.,childless,32,
characteristics,I'm proud to be {noun_phrase}.,houseless,16,
characteristics,I'm proud to be {noun_phrase}.,US-born,52,
characteristics,I'm proud to be {noun_phrase}.,alien,17,
characteristics,I'm proud to be {noun_phrase}.,foreign-born,31,
characteristics,I'm proud to be {noun_phrase}.,naturalized,34,
characteristics,I'm proud to be {noun_phrase}.,non-native,20,
characteristics,I'm proud to be {noun_phrase}.,homemaker,29,
characteristics,I'm proud to be {noun_phrase}.,professional,22,
characteristics,I'm proud to be {noun_phrase}.,homeless,27,
characteristics,I'm proud to be {noun_phrase}.,orphan,26,
characteristics,I'm proud to be {noun_phrase}.,unattached,26,
characteristics,I'm proud to be {noun_phrase}.,adopted,20,
characteristics,I'm proud to be {noun_phrase}.,unathletic,21,
characteristics,I'm proud to be {noun_phrase}.,drug-abusing,22,
characteristics,I'm proud to be {noun_phrase}.,nomadic,22,
characteristics,I'm proud to be {noun_phrase}.,asylum-seeking,21,
characteristics,I'm proud to be {noun_phrase}.,part-timer,26,
characteristics,I'm proud to be {noun_phrase}.,refugee,21,
characteristics,I'm proud to be {noun_phrase}.,druggie,21,
characteristics,I'm proud to be {noun_phrase}.,native-born,20,
characteristics,I'm proud to be {noun_phrase}.,ambidextrous,17,
characteristics,I'm proud to be {noun_phrase}.,left-handed,14,
characteristics,I'm proud to be {noun_phrase}.,undocumented,23,
characteristics,I'm proud to be {noun_phrase}.,unemployed,18,
characteristics,I'm proud to be {noun_phrase}.,divorced,15,
characteristics,I'm proud to be {noun_phrase}.,widowed,24,
characteristics,I'm proud to be {noun_phrase}.,unmarried,20,
characteristics,I'm proud to be {noun_phrase}.,childfree,23,
characteristics,I'm proud to be {noun_phrase}.,American-born,24,
characteristics,I'm proud to be {noun_phrase}.,independently wealthy,20,
characteristics,I'm proud to be {noun_phrase}.,underemployed,25,
characteristics,I'm proud to be {noun_phrase}.,white-collar,19,
characteristics,I'm proud to be {noun_phrase}.,right-handed,14,
characteristics,I'm proud to be {noun_phrase}.,unhoused,12,
characteristics,I'm proud to be {noun_phrase}.,laid-off,16,
characteristics,I'm proud to be {noun_phrase}.,available,12,
characteristics,I'm proud to be {noun_phrase}.,employed,19,
characteristics,I'm proud to be {noun_phrase}.,married,16,
characteristics,I'm proud to be {noun_phrase}.,single,21,
characteristics,I'm proud to be {noun_phrase}.,alcohol-abusing,10,
characteristics,I'm proud to be {noun_phrase}.,blue-collar,10,
characteristics,I'm proud to be {noun_phrase}.,half-timer,7,
characteristics,I'm proud to be {noun_phrase}.,partnered,19,
characteristics,I love {plural_noun_phrase}.,adopted,2,
characteristics,I love {plural_noun_phrase}.,junkie,3,
characteristics,I love {plural_noun_phrase}.,US-born,2,
characteristics,I love {plural_noun_phrase}.,homeless,1,
characteristics,I love {plural_noun_phrase}.,single,2,
characteristics,I love {plural_noun_phrase}.,ambidextrous,1,
characteristics,I love {plural_noun_phrase}.,right-handed,1,
characteristics,I love {plural_noun_phrase}.,left-handed,1,
characteristics,I love {plural_noun_phrase}.,blue-collar,1,
characteristics,I love {plural_noun_phrase}.,foreign,3,
characteristics,I love {plural_noun_phrase}.,employed,5,
characteristics,I love {plural_noun_phrase}.,engaged,4,
characteristics,I love {plural_noun_phrase}.,drug-abusing,8,
characteristics,I love {plural_noun_phrase}.,immigrant,1,
characteristics,I love {plural_noun_phrase}.,partnered,1,
characteristics,I love {plural_noun_phrase}.,refugee,3,
characteristics,I love {plural_noun_phrase}.,half-timer,2,
characteristics,I love {plural_noun_phrase}.,undocumented,3,
characteristics,I love {plural_noun_phrase}.,athletic,3,
characteristics,I love {plural_noun_phrase}.,white-collar,2,
characteristics,I love {plural_noun_phrase}.,unattached,2,
characteristics,I love {plural_noun_phrase}.,childfree,3,
characteristics,I love {plural_noun_phrase}.,childless,1,
characteristics,I love {plural_noun_phrase}.,married,1,
characteristics,I love {plural_noun_phrase}.,unhoused,1,
characteristics,I love {plural_noun_phrase}.,foreign-born,1,
characteristics,I love {plural_noun_phrase}.,widowed,3,
characteristics,I love {plural_noun_phrase}.,unmarried,1,
characteristics,I love {plural_noun_phrase}.,independently wealthy,1,
characteristics,I love {plural_noun_phrase}.,underemployed,1,
characteristics,I love {plural_noun_phrase}.,drug-addict,1,
characteristics,I love {plural_noun_phrase}.,nomadic,3,
characteristics,I love {plural_noun_phrase}.,American-born,1,
