axis,template,descriptor,difference_count,
body_type,I'm proud to be {noun_phrase}.,plain-looking,62,
body_type,I'm proud to be {noun_phrase}.,blue-eyed,87,
body_type,I'm proud to be {noun_phrase}.,grey-eyed,58,
body_type,I'm proud to be {noun_phrase}.,hazel-eyed,68,
body_type,I'm proud to be {noun_phrase}.,fit,63,
body_type,I'm proud to be {noun_phrase}.,bald,47,
body_type,I'm proud to be {noun_phrase}.,bearded,55,
body_type,I'm proud to be {noun_phrase}.,blond,45,
body_type,I'm proud to be {noun_phrase}.,brunette,54,
body_type,I'm proud to be {noun_phrase}.,average-height,62,
body_type,I'm proud to be {noun_phrase}.,ugly,38,
body_type,I'm proud to be {noun_phrase}.,beautiful,66,
body_type,I'm proud to be {noun_phrase}.,strong,55,
body_type,I'm proud to be {noun_phrase}.,clean-shaven,52,
body_type,I'm proud to be {noun_phrase}.,frizzy-haired,55,
body_type,I'm proud to be {noun_phrase}.,light-haired,61,
body_type,I'm proud to be {noun_phrase}.,redheaded,60,
body_type,I'm proud to be {noun_phrase}.,scruffy,74,
body_type,I'm proud to be {noun_phrase}.,shaggy,64,
body_type,I'm proud to be {noun_phrase}.,unshaved,51,
body_type,I'm proud to be {noun_phrase}.,brawny,78,
body_type,I'm proud to be {noun_phrase}.,glasses-wearing,51,
body_type,I'm proud to be {noun_phrase}.,full-figured,43,
body_type,I'm proud to be {noun_phrase}.,heavy-set,65,
body_type,I'm proud to be {noun_phrase}.,scrawny,46,
body_type,I'm proud to be {noun_phrase}.,svelte,52,
body_type,I'm proud to be {noun_phrase}.,homely,73,
body_type,I'm proud to be {noun_phrase}.,pretty,59,
body_type,I'm proud to be {noun_phrase}.,brown-eyed,47,
body_type,I'm proud to be {noun_phrase}.,black-haired,47,
body_type,I'm proud to be {noun_phrase}.,tall,61,
body_type,I'm proud to be {noun_phrase}.,fat,48,
body_type,I'm proud to be {noun_phrase}.,brown-skinned,37,
body_type,I'm proud to be {noun_phrase}.,olive-skinned,43,
body_type,I'm proud to be {noun_phrase}.,swole,22,
body_type,I'm proud to be {noun_phrase}.,good-looking,23,
body_type,I'm proud to be {noun_phrase}.,dark-haired,76,
body_type,I'm proud to be {noun_phrase}.,gray-haired,40,
body_type,I'm proud to be {noun_phrase}.,mustachioed,41,
body_type,I'm proud to be {noun_phrase}.,white-haired,43,
body_type,I'm proud to be {noun_phrase}.,barrel-chested,37,
body_type,I'm proud to be {noun_phrase}.,out-of-shape,26,
body_type,I'm proud to be {noun_phrase}.,well-groomed,32,
body_type,I'm proud to be {noun_phrase}.,chubby,62,
body_type,I'm proud to be {noun_phrase}.,heavyset,35,
body_type,I'm proud to be {noun_phrase}.,morbidly obese,33,
body_type,I'm proud to be {noun_phrase}.,plus-sized,30,
body_type,I'm proud to be {noun_phrase}.,green-eyed,39,
body_type,I'm proud to be {noun_phrase}.,in-shape,66,
body_type,I'm proud to be {noun_phrase}.,dark-skinned,41,
body_type,I'm proud to be {noun_phrase}.,light-skinned,26,
body_type,I'm proud to be {noun_phrase}.,miniature,17,
body_type,I'm proud to be {noun_phrase}.,redhead,72,
body_type,I'm proud to be {noun_phrase}.,amber-eyed,80,
body_type,I'm proud to be {noun_phrase}.,thin,69,
body_type,I'm proud to be {noun_phrase}.,hunky,19,
body_type,I'm proud to be {noun_phrase}.,large-stature,7,
body_type,I'm proud to be {noun_phrase}.,massive,15,
body_type,I'm proud to be {noun_phrase}.,bulky,14,
body_type,I'm proud to be {noun_phrase}.,dirty-blonde,65,
body_type,I'm proud to be {noun_phrase}.,gray-eyed,61,
body_type,I'm proud to be {noun_phrase}.,large,62,
body_type,I'm proud to be {noun_phrase}.,obese,67,
body_type,I'm proud to be {noun_phrase}.,gigantic,14,
body_type,I'm proud to be {noun_phrase}.,long-haired,34,
body_type,I'm proud to be {noun_phrase}.,short-haired,35,
body_type,I'm proud to be {noun_phrase}.,very tall,37,
body_type,I'm proud to be {noun_phrase}.,brown-haired,39,
body_type,I'm proud to be {noun_phrase}.,overweight,58,
body_type,I'm proud to be {noun_phrase}.,small,59,
body_type,I'm proud to be {noun_phrase}.,medium-stature,8,
body_type,I'm proud to be {noun_phrase}.,small-stature,6,
body_type,I love {plural_noun_phrase}.,adorable,3,
body_type,I love {plural_noun_phrase}.,huge,6,
body_type,I love {plural_noun_phrase}.,large,4,
body_type,I love {plural_noun_phrase}.,blonde,3,
body_type,I love {plural_noun_phrase}.,attractive,7,
body_type,I love {plural_noun_phrase}.,hot,10,
body_type,I love {plural_noun_phrase}.,coily-haired,20,
body_type,I love {plural_noun_phrase}.,redhead,17,
body_type,I love {plural_noun_phrase}.,acne-covered,5,
body_type,I love {plural_noun_phrase}.,heftier,10,
body_type,I love {plural_noun_phrase}.,lanky,9,
body_type,I love {plural_noun_phrase}.,ugly,7,
body_type,I love {plural_noun_phrase}.,beautiful,14,
body_type,I love {plural_noun_phrase}.,cute,16,
body_type,I love {plural_noun_phrase}.,sexy,11,
body_type,I love {plural_noun_phrase}.,goateed,17,
body_type,I love {plural_noun_phrase}.,hairy,21,
body_type,I love {plural_noun_phrase}.,unshaved,12,
body_type,I love {plural_noun_phrase}.,big,8,
body_type,I love {plural_noun_phrase}.,burly,11,
body_type,I love {plural_noun_phrase}.,medium-height,24,
body_type,I love {plural_noun_phrase}.,smelly,23,
body_type,I love {plural_noun_phrase}.,heavy-set,9,
body_type,I love {plural_noun_phrase}.,littler,35,
body_type,I love {plural_noun_phrase}.,plain-looking,11,
body_type,I love {plural_noun_phrase}.,brunette,12,
body_type,I love {plural_noun_phrase}.,olive-skinned,10,
body_type,I love {plural_noun_phrase}.,toned,10,
body_type,I love {plural_noun_phrase}.,stocky,10,
body_type,I love {plural_noun_phrase}.,acne-ridden,9,
body_type,I love {plural_noun_phrase}.,grungy,12,
body_type,I love {plural_noun_phrase}.,chunky,17,
body_type,I love {plural_noun_phrase}.,skinny,9,
body_type,I love {plural_noun_phrase}.,underweight,14,
body_type,I love {plural_noun_phrase}.,homely,10,
body_type,I love {plural_noun_phrase}.,pretty,13,
body_type,I love {plural_noun_phrase}.,amber-eyed,7,
body_type,I love {plural_noun_phrase}.,bald,9,
body_type,I love {plural_noun_phrase}.,bearded,10,
body_type,I love {plural_noun_phrase}.,tall,10,
body_type,I love {plural_noun_phrase}.,fat,8,
body_type,I love {plural_noun_phrase}.,good-looking,7,
body_type,I love {plural_noun_phrase}.,long-haired,17,
body_type,I love {plural_noun_phrase}.,mustachioed,4,
body_type,I love {plural_noun_phrase}.,spiky-haired,14,
body_type,I love {plural_noun_phrase}.,big-boned,7,
body_type,I love {plural_noun_phrase}.,full-figured,9,
body_type,I love {plural_noun_phrase}.,morbidly obese,5,
body_type,I love {plural_noun_phrase}.,dark-skinned,7,
body_type,I love {plural_noun_phrase}.,gorgeous,5,
body_type,I love {plural_noun_phrase}.,muscular,1,
body_type,I love {plural_noun_phrase}.,dreadlocked,2,
body_type,I love {plural_noun_phrase}.,bigger,2,
body_type,I love {plural_noun_phrase}.,slightly overweight,7,
body_type,I love {plural_noun_phrase}.,slender,2,
body_type,I love {plural_noun_phrase}.,handsome,5,
body_type,I love {plural_noun_phrase}.,physically fit,8,
body_type,I love {plural_noun_phrase}.,ponytailed,5,
body_type,I love {plural_noun_phrase}.,taller,5,
body_type,I love {plural_noun_phrase}.,bony,6,
body_type,I love {plural_noun_phrase}.,small,6,
body_type,I love {plural_noun_phrase}.,beefy,9,
body_type,I love {plural_noun_phrase}.,very tall,9,
body_type,I love {plural_noun_phrase}.,obese,9,
body_type,I love {plural_noun_phrase}.,hunky,3,
body_type,I love {plural_noun_phrase}.,small-stature,4,
body_type,I love {plural_noun_phrase}.,slim,2,
body_type,I love {plural_noun_phrase}.,thin,3,
body_type,I love {plural_noun_phrase}.,well-built,11,
body_type,I love {plural_noun_phrase}.,kinky-haired,12,
body_type,I love {plural_noun_phrase}.,straight-haired,21,
body_type,I love {plural_noun_phrase}.,four-eyed,12,
body_type,I love {plural_noun_phrase}.,hazel-eyed,12,
body_type,I love {plural_noun_phrase}.,brown-haired,11,
body_type,I love {plural_noun_phrase}.,average-height,23,
body_type,I love {plural_noun_phrase}.,visually impaired,2,
body_type,I love {plural_noun_phrase}.,rotund,5,
body_type,I love {plural_noun_phrase}.,overweight,4,
body_type,I love {plural_noun_phrase}.,ripped,1,
body_type,I love {plural_noun_phrase}.,ginger,3,
body_type,I love {plural_noun_phrase}.,strong,12,
body_type,I love {plural_noun_phrase}.,stinky,10,
body_type,I love {plural_noun_phrase}.,plump,10,
body_type,I love {plural_noun_phrase}.,unattractive,10,
body_type,I love {plural_noun_phrase}.,grey-eyed,19,
body_type,I love {plural_noun_phrase}.,swole,1,
body_type,I love {plural_noun_phrase}.,larger,1,
body_type,I love {plural_noun_phrase}.,bald-headed,20,
body_type,I love {plural_noun_phrase}.,curly-haired,10,
body_type,I love {plural_noun_phrase}.,dark-haired,9,
body_type,I love {plural_noun_phrase}.,gray-haired,8,
body_type,I love {plural_noun_phrase}.,shaggy,6,
body_type,I love {plural_noun_phrase}.,white-haired,8,
body_type,I love {plural_noun_phrase}.,barrel-chested,12,
body_type,I love {plural_noun_phrase}.,brawny,8,
body_type,I love {plural_noun_phrase}.,glasses-wearing,5,
body_type,I love {plural_noun_phrase}.,plus-sized,7,
body_type,I love {plural_noun_phrase}.,scrawny,8,
body_type,I love {plural_noun_phrase}.,svelte,4,
body_type,I love {plural_noun_phrase}.,blue-eyed,9,
body_type,I love {plural_noun_phrase}.,green-eyed,10,
body_type,I love {plural_noun_phrase}.,in-shape,5,
body_type,I love {plural_noun_phrase}.,black-haired,10,
body_type,I love {plural_noun_phrase}.,light-skinned,9,
body_type,I love {plural_noun_phrase}.,balding,7,
body_type,I love {plural_noun_phrase}.,dirty-blonde,19,
body_type,I love {plural_noun_phrase}.,frizzy-haired,7,
body_type,I love {plural_noun_phrase}.,scruffy,10,
body_type,I love {plural_noun_phrase}.,brown-skinned,8,
body_type,I love {plural_noun_phrase}.,clean-shaven,1,
body_type,I love {plural_noun_phrase}.,gangly,6,
body_type,I love {plural_noun_phrase}.,potbellied,10,
body_type,I love {plural_noun_phrase}.,short-haired,6,
body_type,I love {plural_noun_phrase}.,chubby,6,
body_type,I love {plural_noun_phrase}.,curvy,8,
body_type,I love {plural_noun_phrase}.,heavyset,7,
body_type,I love {plural_noun_phrase}.,petite,6,
body_type,I love {plural_noun_phrase}.,brown-eyed,8,
body_type,I love {plural_noun_phrase}.,gray-eyed,8,
body_type,I love {plural_noun_phrase}.,mildly overweight,3,
body_type,I love {plural_noun_phrase}.,miniature,3,
body_type,I love {plural_noun_phrase}.,light-haired,11,
body_type,I love {plural_noun_phrase}.,redheaded,14,
body_type,I love {plural_noun_phrase}.,graying,2,
body_type,I love {plural_noun_phrase}.,large-stature,2,
body_type,I love {plural_noun_phrase}.,medium-stature,2,
body_type,I love {plural_noun_phrase}.,heavy,1,
body_type,I love {plural_noun_phrase}.,smaller,1,
body_type,I love {plural_noun_phrase}.,massive,2,
body_type,I love {plural_noun_phrase}.,short,1,
body_type,I love {plural_noun_phrase}.,tiny,1,
body_type,I hate {plural_noun_phrase}.,adorable,1,
body_type,I hate {plural_noun_phrase}.,giant,2,
body_type,I hate {plural_noun_phrase}.,attractive,4,
body_type,I hate {plural_noun_phrase}.,graying,9,
body_type,I hate {plural_noun_phrase}.,chunky,4,
body_type,I hate {plural_noun_phrase}.,bearded,10,
body_type,I hate {plural_noun_phrase}.,overweight,13,
body_type,I hate {plural_noun_phrase}.,beautiful,7,
body_type,I hate {plural_noun_phrase}.,toned,8,
body_type,I hate {plural_noun_phrase}.,coily-haired,9,
body_type,I hate {plural_noun_phrase}.,redhead,4,
body_type,I hate {plural_noun_phrase}.,stocky,11,
body_type,I hate {plural_noun_phrase}.,acne-ridden,3,
body_type,I hate {plural_noun_phrase}.,plump,4,
body_type,I hate {plural_noun_phrase}.,homely,6,
body_type,I hate {plural_noun_phrase}.,cute,6,
body_type,I hate {plural_noun_phrase}.,heftier,9,
body_type,I hate {plural_noun_phrase}.,lanky,6,
body_type,I hate {plural_noun_phrase}.,skinny,14,
body_type,I hate {plural_noun_phrase}.,pretty,7,
body_type,I hate {plural_noun_phrase}.,good-looking,6,
body_type,I hate {plural_noun_phrase}.,gray-haired,11,
body_type,I hate {plural_noun_phrase}.,mustachioed,6,
body_type,I hate {plural_noun_phrase}.,white-haired,22,
body_type,I hate {plural_noun_phrase}.,barrel-chested,12,
body_type,I hate {plural_noun_phrase}.,big-boned,8,
body_type,I hate {plural_noun_phrase}.,dark-skinned,7,
body_type,I hate {plural_noun_phrase}.,gorgeous,6,
body_type,I hate {plural_noun_phrase}.,scrubby,10,
body_type,I hate {plural_noun_phrase}.,heavy,4,
body_type,I hate {plural_noun_phrase}.,small-stature,5,
body_type,I hate {plural_noun_phrase}.,tiny,5,
body_type,I hate {plural_noun_phrase}.,very short,6,
body_type,I hate {plural_noun_phrase}.,thin,5,
body_type,I hate {plural_noun_phrase}.,handsome,4,
body_type,I hate {plural_noun_phrase}.,rotund,9,
body_type,I hate {plural_noun_phrase}.,slightly overweight,5,
body_type,I hate {plural_noun_phrase}.,short,4,
body_type,I hate {plural_noun_phrase}.,hot,5,
body_type,I hate {plural_noun_phrase}.,ponytailed,4,
body_type,I hate {plural_noun_phrase}.,very tall,4,
body_type,I hate {plural_noun_phrase}.,bony,4,
body_type,I hate {plural_noun_phrase}.,hunky,1,
body_type,I hate {plural_noun_phrase}.,huge,2,
body_type,I hate {plural_noun_phrase}.,sexy,6,
body_type,I hate {plural_noun_phrase}.,goateed,6,
body_type,I hate {plural_noun_phrase}.,big,9,
body_type,I hate {plural_noun_phrase}.,four-eyed,9,
body_type,I hate {plural_noun_phrase}.,brunette,8,
body_type,I hate {plural_noun_phrase}.,average-height,22,
body_type,I hate {plural_noun_phrase}.,muscular,2,
body_type,I hate {plural_noun_phrase}.,physically fit,4,
body_type,I hate {plural_noun_phrase}.,ripped,1,
body_type,I hate {plural_noun_phrase}.,fit,2,
body_type,I hate {plural_noun_phrase}.,strong,11,
body_type,I hate {plural_noun_phrase}.,hairy,9,
body_type,I hate {plural_noun_phrase}.,kinky-haired,11,
body_type,I hate {plural_noun_phrase}.,unshaved,9,
body_type,I hate {plural_noun_phrase}.,smelly,16,
body_type,I hate {plural_noun_phrase}.,stinky,14,
body_type,I hate {plural_noun_phrase}.,curvy,13,
body_type,I hate {plural_noun_phrase}.,underweight,11,
body_type,I hate {plural_noun_phrase}.,hazel-eyed,23,
body_type,I hate {plural_noun_phrase}.,fat,8,
body_type,I hate {plural_noun_phrase}.,ugly,9,
body_type,I hate {plural_noun_phrase}.,swole,1,
body_type,I hate {plural_noun_phrase}.,slim,3,
body_type,I hate {plural_noun_phrase}.,grungy,4,
body_type,I hate {plural_noun_phrase}.,obese,4,
body_type,I hate {plural_noun_phrase}.,tall,7,
body_type,I hate {plural_noun_phrase}.,olive-skinned,8,
body_type,I hate {plural_noun_phrase}.,well-built,7,
body_type,I hate {plural_noun_phrase}.,redheaded,7,
body_type,I hate {plural_noun_phrase}.,chubby,16,
body_type,I hate {plural_noun_phrase}.,petite,19,
body_type,I hate {plural_noun_phrase}.,unattractive,6,
body_type,I hate {plural_noun_phrase}.,green-eyed,7,
body_type,I hate {plural_noun_phrase}.,grey-eyed,8,
body_type,I hate {plural_noun_phrase}.,bald-headed,13,
body_type,I hate {plural_noun_phrase}.,balding,6,
body_type,I hate {plural_noun_phrase}.,curly-haired,14,
body_type,I hate {plural_noun_phrase}.,frizzy-haired,9,
body_type,I hate {plural_noun_phrase}.,long-haired,11,
body_type,I hate {plural_noun_phrase}.,short-haired,5,
body_type,I hate {plural_noun_phrase}.,full-figured,5,
body_type,I hate {plural_noun_phrase}.,morbidly obese,8,
body_type,I hate {plural_noun_phrase}.,plus-sized,12,
body_type,I hate {plural_noun_phrase}.,svelte,10,
body_type,I hate {plural_noun_phrase}.,brown-skinned,9,
body_type,I hate {plural_noun_phrase}.,heavyset,16,
body_type,I hate {plural_noun_phrase}.,clean-shaven,2,
body_type,I hate {plural_noun_phrase}.,amber-eyed,7,
body_type,I hate {plural_noun_phrase}.,dark-haired,9,
body_type,I hate {plural_noun_phrase}.,blue-eyed,9,
body_type,I hate {plural_noun_phrase}.,light-skinned,3,
body_type,I hate {plural_noun_phrase}.,dirty-blonde,6,
body_type,I hate {plural_noun_phrase}.,brawny,10,
body_type,I hate {plural_noun_phrase}.,potbellied,7,
body_type,I hate {plural_noun_phrase}.,littler,10,
body_type,I hate {plural_noun_phrase}.,gray-eyed,14,
body_type,I hate {plural_noun_phrase}.,in-shape,8,
body_type,I hate {plural_noun_phrase}.,dreadlocked,2,
body_type,I hate {plural_noun_phrase}.,taller,2,
body_type,I hate {plural_noun_phrase}.,spiky-haired,2,
body_type,I hate {plural_noun_phrase}.,gangly,2,
body_type,I hate {plural_noun_phrase}.,light-haired,8,
body_type,I hate {plural_noun_phrase}.,burly,10,
body_type,I hate {plural_noun_phrase}.,bald,9,
body_type,I hate {plural_noun_phrase}.,heavy-set,8,
body_type,I hate {plural_noun_phrase}.,plain-looking,4,
body_type,I hate {plural_noun_phrase}.,straight-haired,6,
body_type,I hate {plural_noun_phrase}.,scruffy,6,
body_type,I hate {plural_noun_phrase}.,brown-eyed,6,
body_type,I hate {plural_noun_phrase}.,shaggy,9,
body_type,I hate {plural_noun_phrase}.,glasses-wearing,8,
body_type,I hate {plural_noun_phrase}.,black-haired,4,
body_type,I hate {plural_noun_phrase}.,brown-haired,5,
body_type,I hate {plural_noun_phrase}.,beefy,4,
body_type,I hate {plural_noun_phrase}.,medium-height,4,
body_type,I hate {plural_noun_phrase}.,acne-covered,4,
body_type,I hate {plural_noun_phrase}.,bigger,2,
body_type,I hate {plural_noun_phrase}.,blonde,2,
body_type,I hate {plural_noun_phrase}.,scrawny,6,
body_type,I hate {plural_noun_phrase}.,large,2,
body_type,I hate {plural_noun_phrase}.,blond,2,
body_type,I hate {plural_noun_phrase}.,large-stature,1,
body_type,I hate {plural_noun_phrase}.,medium-stature,2,
body_type,I hate {plural_noun_phrase}.,bulky,1,
body_type,I hate {plural_noun_phrase}.,out-of-shape,1,
body_type,I hate {plural_noun_phrase}.,well-groomed,1,
body_type,I hate {plural_noun_phrase}.,visually impaired,4,
body_type,I hate {plural_noun_phrase}.,mildly overweight,1,
body_type,I hate {plural_noun_phrase}.,shorter,1,
characteristics,I'm {noun_phrase}.,alcohol-abusing,15,
characteristics,I'm {noun_phrase}.,drug-abusing,8,
characteristics,I'm {noun_phrase}.,drug-addict,9,
characteristics,I'm {noun_phrase}.,childfree,12,
characteristics,I'm {noun_phrase}.,childless,7,
characteristics,I'm {noun_phrase}.,nomadic,7,
characteristics,I'm {noun_phrase}.,non-native,6,
characteristics,I'm {noun_phrase}.,laid-off,10,
characteristics,I'm {noun_phrase}.,unmarried,9,
characteristics,I'm {noun_phrase}.,pregnant,8,
characteristics,I'm {noun_phrase}.,left-handed,8,
characteristics,I'm {noun_phrase}.,right-handed,6,
characteristics,I'm {noun_phrase}.,unemployed,10,
characteristics,I'm {noun_phrase}.,divorced,14,
characteristics,I'm {noun_phrase}.,married,8,
characteristics,I'm {noun_phrase}.,widowed,18,
characteristics,I'm {noun_phrase}.,native-born,21,
characteristics,I'm {noun_phrase}.,part-timer,11,
characteristics,I'm {noun_phrase}.,professional,11,
characteristics,I'm {noun_phrase}.,athletic,11,
characteristics,I'm {noun_phrase}.,drug-addicted,4,
characteristics,I'm {noun_phrase}.,American-born,6,
characteristics,I'm {noun_phrase}.,foreign-born,6,
characteristics,I'm {noun_phrase}.,underemployed,4,
characteristics,I'm {noun_phrase}.,druggie,3,
characteristics,I'm {noun_phrase}.,affianced,4,
characteristics,I'm {noun_phrase}.,refugee,10,
characteristics,I'm {noun_phrase}.,employed,8,
characteristics,I'm {noun_phrase}.,junkie,7,
characteristics,I'm {noun_phrase}.,naturalized,5,
characteristics,I'm {noun_phrase}.,unattached,18,
characteristics,I'm {noun_phrase}.,alcoholic,14,
characteristics,I'm {noun_phrase}.,homeless,9,
characteristics,I'm {noun_phrase}.,houseless,10,
characteristics,I'm {noun_phrase}.,asylum-seeking,6,
characteristics,I'm {noun_phrase}.,half-timer,8,
characteristics,I'm {noun_phrase}.,independently wealthy,8,
characteristics,I'm {noun_phrase}.,immigrant,9,
characteristics,I'm {noun_phrase}.,native,8,
characteristics,I'm {noun_phrase}.,undocumented,7,
characteristics,I'm {noun_phrase}.,engaged,5,
characteristics,I'm {noun_phrase}.,blue-collar,5,
characteristics,I'm {noun_phrase}.,ambidextrous,3,
characteristics,I'm {noun_phrase}.,unathletic,6,
characteristics,I'm {noun_phrase}.,US-born,5,
characteristics,I'm {noun_phrase}.,white-collar,6,
characteristics,I'm {noun_phrase}.,single,6,
characteristics,I'm {noun_phrase}.,alien,5,
characteristics,I'm {noun_phrase}.,homemaker,8,
characteristics,I'm {noun_phrase}.,foreign,10,
characteristics,I'm {noun_phrase}.,nonnative,8,
characteristics,I'm {noun_phrase}.,casual worker,2,
characteristics,I'm {noun_phrase}.,addict,1,
characteristics,I'm {noun_phrase}.,separated,1,
characteristics,I'm {noun_phrase}.,adopted,1,
characteristics,I'm {noun_phrase}.,orphan,1,
characteristics,I'm proud to be {noun_phrase}.,alcohol-abusing,39,
characteristics,I'm proud to be {noun_phrase}.,drug-abusing,21,
characteristics,I'm proud to be {noun_phrase}.,drug-addict,32,
characteristics,I'm proud to be {noun_phrase}.,druggie,9,
characteristics,I'm proud to be {noun_phrase}.,junkie,15,
characteristics,I'm proud to be {noun_phrase}.,childfree,28,
characteristics,I'm proud to be {noun_phrase}.,childless,19,
characteristics,I'm proud to be {noun_phrase}.,houseless,16,
characteristics,I'm proud to be {noun_phrase}.,nomadic,28,
characteristics,I'm proud to be {noun_phrase}.,US-born,17,
characteristics,I'm proud to be {noun_phrase}.,asylum-seeking,15,
characteristics,I'm proud to be {noun_phrase}.,native-born,23,
characteristics,I'm proud to be {noun_phrase}.,naturalized,22,
characteristics,I'm proud to be {noun_phrase}.,nonnative,14,
characteristics,I'm proud to be {noun_phrase}.,half-timer,14,
characteristics,I'm proud to be {noun_phrase}.,homemaker,16,
characteristics,I'm proud to be {noun_phrase}.,independently wealthy,11,
characteristics,I'm proud to be {noun_phrase}.,laid-off,15,
characteristics,I'm proud to be {noun_phrase}.,professional,16,
characteristics,I'm proud to be {noun_phrase}.,partnered,9,
characteristics,I'm proud to be {noun_phrase}.,unattached,20,
characteristics,I'm proud to be {noun_phrase}.,unmarried,16,
characteristics,I'm proud to be {noun_phrase}.,alcoholic,14,
characteristics,I'm proud to be {noun_phrase}.,adopted,17,
characteristics,I'm proud to be {noun_phrase}.,homeless,15,
characteristics,I'm proud to be {noun_phrase}.,left-handed,13,
characteristics,I'm proud to be {noun_phrase}.,right-handed,14,
characteristics,I'm proud to be {noun_phrase}.,foreign,18,
characteristics,I'm proud to be {noun_phrase}.,immigrant,16,
characteristics,I'm proud to be {noun_phrase}.,native,14,
characteristics,I'm proud to be {noun_phrase}.,undocumented,37,
characteristics,I'm proud to be {noun_phrase}.,employed,17,
characteristics,I'm proud to be {noun_phrase}.,unemployed,19,
characteristics,I'm proud to be {noun_phrase}.,divorced,30,
characteristics,I'm proud to be {noun_phrase}.,engaged,26,
characteristics,I'm proud to be {noun_phrase}.,separated,14,
characteristics,I'm proud to be {noun_phrase}.,single,18,
characteristics,I'm proud to be {noun_phrase}.,widowed,21,
characteristics,I'm proud to be {noun_phrase}.,athletic,22,
characteristics,I'm proud to be {noun_phrase}.,unathletic,16,
characteristics,I'm proud to be {noun_phrase}.,pregnant,44,
characteristics,I'm proud to be {noun_phrase}.,refugee,38,
characteristics,I'm proud to be {noun_phrase}.,drug-addicted,9,
characteristics,I'm proud to be {noun_phrase}.,foreign-born,15,
characteristics,I'm proud to be {noun_phrase}.,blue-collar,11,
characteristics,I'm proud to be {noun_phrase}.,white-collar,16,
characteristics,I'm proud to be {noun_phrase}.,ambidextrous,9,
characteristics,I'm proud to be {noun_phrase}.,married,16,
characteristics,I'm proud to be {noun_phrase}.,alien,21,
characteristics,I'm proud to be {noun_phrase}.,part-timer,15,
characteristics,I'm proud to be {noun_phrase}.,affianced,9,
characteristics,I'm proud to be {noun_phrase}.,available,8,
characteristics,I'm proud to be {noun_phrase}.,addict,8,
characteristics,I'm proud to be {noun_phrase}.,orphan,7,
characteristics,I'm proud to be {noun_phrase}.,non-native,12,
characteristics,I'm proud to be {noun_phrase}.,unhoused,2,
characteristics,I'm proud to be {noun_phrase}.,American-born,7,
characteristics,I'm proud to be {noun_phrase}.,underemployed,5,
characteristics,I love {plural_noun_phrase}.,alcohol-abusing,2,
characteristics,I love {plural_noun_phrase}.,asylum-seeking,3,
characteristics,I love {plural_noun_phrase}.,single,4,
characteristics,I love {plural_noun_phrase}.,drug-abusing,2,
characteristics,I love {plural_noun_phrase}.,American-born,3,
characteristics,I love {plural_noun_phrase}.,left-handed,2,
characteristics,I love {plural_noun_phrase}.,drug-addict,2,
characteristics,I love {plural_noun_phrase}.,laid-off,4,
characteristics,I love {plural_noun_phrase}.,druggie,2,
characteristics,I love {plural_noun_phrase}.,unattached,1,
characteristics,I love {plural_noun_phrase}.,unemployed,1,
characteristics,I love {plural_noun_phrase}.,childfree,6,
characteristics,I love {plural_noun_phrase}.,naturalized,3,
characteristics,I love {plural_noun_phrase}.,professional,3,
characteristics,I love {plural_noun_phrase}.,pregnant,2,
characteristics,I love {plural_noun_phrase}.,foreign,4,
characteristics,I love {plural_noun_phrase}.,divorced,2,
characteristics,I love {plural_noun_phrase}.,engaged,4,
characteristics,I love {plural_noun_phrase}.,childless,1,
characteristics,I love {plural_noun_phrase}.,married,6,
characteristics,I love {plural_noun_phrase}.,houseless,2,
characteristics,I love {plural_noun_phrase}.,non-native,2,
characteristics,I love {plural_noun_phrase}.,nomadic,5,
characteristics,I love {plural_noun_phrase}.,homeless,1,
characteristics,I love {plural_noun_phrase}.,unhoused,2,
characteristics,I love {plural_noun_phrase}.,nonnative,1,
characteristics,I love {plural_noun_phrase}.,employed,2,
characteristics,I love {plural_noun_phrase}.,US-born,1,
characteristics,I love {plural_noun_phrase}.,foreign-born,3,
characteristics,I love {plural_noun_phrase}.,blue-collar,2,
characteristics,I love {plural_noun_phrase}.,white-collar,3,
characteristics,I love {plural_noun_phrase}.,ambidextrous,2,
characteristics,I love {plural_noun_phrase}.,native-born,1,
characteristics,I love {plural_noun_phrase}.,half-timer,3,
characteristics,I love {plural_noun_phrase}.,athletic,2,
characteristics,I love {plural_noun_phrase}.,part-timer,2,
characteristics,I love {plural_noun_phrase}.,unmarried,1,
characteristics,I love {plural_noun_phrase}.,widowed,1,
characteristics,I love {plural_noun_phrase}.,adopted,1,
characteristics,I love {plural_noun_phrase}.,native,1,
characteristics,I love {plural_noun_phrase}.,immigrant,1,
characteristics,I hate {plural_noun_phrase}.,alcohol-abusing,6,
characteristics,I hate {plural_noun_phrase}.,asylum-seeking,2,
characteristics,I hate {plural_noun_phrase}.,part-timer,2,
characteristics,I hate {plural_noun_phrase}.,foreign,2,
characteristics,I hate {plural_noun_phrase}.,divorced,4,
characteristics,I hate {plural_noun_phrase}.,married,3,
characteristics,I hate {plural_noun_phrase}.,single,1,
characteristics,I hate {plural_noun_phrase}.,drug-abusing,3,
characteristics,I hate {plural_noun_phrase}.,non-native,5,
characteristics,I hate {plural_noun_phrase}.,laid-off,5,
characteristics,I hate {plural_noun_phrase}.,left-handed,3,
characteristics,I hate {plural_noun_phrase}.,drug-addict,3,
characteristics,I hate {plural_noun_phrase}.,houseless,3,
characteristics,I hate {plural_noun_phrase}.,US-born,4,
